Sample_ID,New_ID,Site,Population,Year,Geo_Region,Collection,ID.1,Project,ProcessingSheetId,Result.File.Type,Old_Site,Paper_ID,Extraction.Plate,Position,Nanodrop.ng.uL,X260.280,X260.230,Qubit..ng.uL.,Quality.Sample.Plate,Position.1,Volume,Volume.for.150.ng,Volume.Dispensed,Submission.Plate,Position.2,Volume.1,Qubit..ng.uL..1,Notes
NS.1480.001.IDT_i7_106---IDT_i5_106.145,MillCreek_2016_South_145,MillCreek,S11,2016,South,Timeseries,145,Mimulus Timeseries Population Angert 2020,145_MPS12345929_A09,FASTQ,Mill Creek,12,01-Feb,H6,32.7,1.8,2.9,7.2,Quality Extraction Plate 2 Mimulus Angert 2020 DM,H6,50,21,50,Angert Mimulus Ð 2,H6,50,7.22,
NS.1480.001.IDT_i7_118---IDT_i5_118.146,MillCreek_2016_South_146,MillCreek,S11,2016,South,Timeseries,146,Mimulus Timeseries Population Angert 2020,146_MPS12345929_B09,FASTQ,Mill Creek,12,02-Feb,A7,64.8,1.8,1.6,8.7,Quality Extraction Plate 2 Mimulus Angert 2020 DM,A7,45,18,40,Angert Mimulus Ð 2,A7,40,8.69,
NS.1480.001.IDT_i7_130---IDT_i5_130.147,MillCreek_2016_South_147,MillCreek,S11,2016,South,Timeseries,147,Mimulus Timeseries Population Angert 2020,147_MPS12345929_C09,FASTQ,Mill Creek,12,02-Feb,B7,130.8,1.9,2,43.8,Quality Extraction Plate 2 Mimulus Angert 2020 DM,B7,45,4,40,Angert Mimulus Ð 2,B7,40,43.8,
NS.1480.001.IDT_i7_99---IDT_i5_99.148,RockCreek_2010_North_148,RockCreek,S15,2010,North,Both,148,Mimulus Timeseries Population Angert 2020,148_MPS12345929_A02,FASTQ,Rock Creek,11,R-4,G9,1399.2,2,2.3,71.7,Quality Extraction Plate 2 Mimulus Angert 2020 DM,C7,30,3,30,Angert Mimulus Ð 2,C7,30,71.7,
NS.1493.004.IDT_i7_188---IDT_i5_188.149,RockCreek_2010_North_149,RockCreek,S15,2010,North,Both,149,Mimulus Timeseries Population Angert 2020,149_MPS12345945_H03,FASTQ,Rock Creek,11,02-Feb,D7,127.6,1.9,2,37.4,Quality Extraction Plate 2 Mimulus Angert 2020 DM,D7,45,5,40,Angert Mimulus Ð 2,D7,40,37.4,
NS.1480.001.IDT_i7_154---IDT_i5_154.150,RockCreek_2010_North_150,RockCreek,S15,2010,North,Both,150,Mimulus Timeseries Population Angert 2020,150_MPS12345929_E09,FASTQ,Rock Creek,11,R-3,A5,88.8,1.8,1.9,40.5,Quality Extraction Plate 2 Mimulus Angert 2020 DM,E7,30,4,30,Angert Mimulus Ð 2,E7,30,40.5,
NS.1480.001.IDT_i7_166---IDT_i5_166.151,RockCreek_2010_North_151,RockCreek,S15,2010,North,Both,151,Mimulus Timeseries Population Angert 2020,151_MPS12345929_F09,FASTQ,Rock Creek,11,02-Feb,F7,84.4,1.9,1.7,29.7,Quality Extraction Plate 2 Mimulus Angert 2020 DM,F7,45,6,40,Angert Mimulus Ð 2,F7,40,29.7,
NS.1480.001.IDT_i7_178---IDT_i5_178.152,RockCreek_2010_North_152,RockCreek,S15,2010,North,Both,152,Mimulus Timeseries Population Angert 2020,152_MPS12345929_G09,FASTQ,Rock Creek,11,R-3,B5,170.9,1.9,2.1,55.6,Quality Extraction Plate 2 Mimulus Angert 2020 DM,G7,30,3,30,Angert Mimulus Ð 2,G7,30,55.6,
NS.1480.001.IDT_i7_190---IDT_i5_190.153,RockCreek_2010_North_153,RockCreek,S15,2010,North,Both,153,Mimulus Timeseries Population Angert 2020,153_MPS12345929_H09,FASTQ,Rock Creek,11,R-4,H9,184.5,1.9,2.1,28.7,Quality Extraction Plate 2 Mimulus Angert 2020 DM,H7,30,6,30,Angert Mimulus Ð 2,H7,30,28.7,
NS.1480.001.IDT_i7_108---IDT_i5_108.154,RockCreek_2010_North_154,RockCreek,S15,2010,North,Both,154,Mimulus Timeseries Population Angert 2020,154_MPS12345929_A10,FASTQ,Rock Creek,11,R-4,A10,110.8,1.8,1.9,31.3,Quality Extraction Plate 2 Mimulus Angert 2020 DM,A8,30,5,25,Angert Mimulus Ð 2,A8,25,31.3,
NS.1480.001.IDT_i7_120---IDT_i5_120.155,RockCreek_2010_North_155,RockCreek,S15,2010,North,Both,155,Mimulus Timeseries Population Angert 2020,155_MPS12345929_B10,FASTQ,Rock Creek,11,02-Feb,B8,78.5,1.9,1.6,24.6,Quality Extraction Plate 2 Mimulus Angert 2020 DM,B8,45,7,40,Angert Mimulus Ð 2,B8,40,24.6,
NS.1480.001.IDT_i7_132---IDT_i5_132.156,RockCreek_2010_North_156,RockCreek,S15,2010,North,Both,156,Mimulus Timeseries Population Angert 2020,156_MPS12345929_C10,FASTQ,Rock Creek,11,02-Feb,C8,59.8,1.9,1.6,14.2,Quality Extraction Plate 2 Mimulus Angert 2020 DM,C8,45,11,40,Angert Mimulus Ð 2,C8,40,14.2,
NS.1480.001.IDT_i7_144---IDT_i5_144.157,RockCreek_2012_North_157,RockCreek,S15,2012,North,Timeseries,157,Mimulus Timeseries Population Angert 2020,157_MPS12345929_D10,FASTQ,Rock Creek,11,02-Feb,D8,84.9,1.9,1.7,25.3,Quality Extraction Plate 2 Mimulus Angert 2020 DM,D8,45,6,40,Angert Mimulus Ð 2,D8,40,25.3,
NS.1480.001.IDT_i7_156---IDT_i5_156.158,RockCreek_2012_North_158,RockCreek,S15,2012,North,Timeseries,158,Mimulus Timeseries Population Angert 2020,158_MPS12345929_E10,FASTQ,Rock Creek,11,02-Feb,E8,126.4,1.9,2.1,8.2,Quality Extraction Plate 2 Mimulus Angert 2020 DM,E8,45,19,40,Angert Mimulus Ð 2,E8,40,8.21,
NS.1493.004.IDT_i7_168---IDT_i5_168.159,RockCreek_2014_North_159,RockCreek,S15,2014,North,Timeseries,159,Mimulus Timeseries Population Angert 2020,159_MPS12345929_F10,FASTQ,Rock Creek,11,02-Feb,F8,87.6,1.9,1.9,18.8,Quality Extraction Plate 2 Mimulus Angert 2020 DM,F8,45,8,40,Angert Mimulus Ð 2,F8,40,18.8,
NS.1493.004.IDT_i7_180---IDT_i5_180.160,RockCreek_2014_North_160,RockCreek,S15,2014,North,Timeseries,160,Mimulus Timeseries Population Angert 2020,160_MPS12345929_G10,FASTQ,Rock Creek,11,02-Feb,G8,127.9,1.9,2.1,20.1,Quality Extraction Plate 2 Mimulus Angert 2020 DM,G8,45,8,40,Angert Mimulus Ð 2,G8,40,20.1,
NS.1493.004.IDT_i7_192---IDT_i5_192.161,RockCreek_2014_North_161,RockCreek,S15,2014,North,Timeseries,161,Mimulus Timeseries Population Angert 2020,161_MPS12345929_H10,FASTQ,Rock Creek,11,02-Feb,H8,45.1,1.9,1.6,7.9,Quality Extraction Plate 2 Mimulus Angert 2020 DM,H8,45,19,40,Angert Mimulus Ð 2,H8,40,7.9,
NS.1481.002.IDT_i7_1---IDT_i5_1.162,RockCreek_2014_North_162,RockCreek,S15,2014,North,Timeseries,162,Mimulus Timeseries Population Angert 2020,162_MPS12345929_A11,FASTQ,Rock Creek,11,R-3,C5,116.3,1.9,2,34.5,Quality Extraction Plate 2 Mimulus Angert 2020 DM,A9,30,5,25,Angert Mimulus Ð 2,A9,25,34.5,
NS.1481.002.IDT_i7_13---IDT_i5_13.163,RockCreek_2014_North_163,RockCreek,S15,2014,North,Timeseries,163,Mimulus Timeseries Population Angert 2020,163_MPS12345929_B11,FASTQ,Rock Creek,11,02-Feb,B9,61.1,2,1.8,19.8,Quality Extraction Plate 2 Mimulus Angert 2020 DM,B9,30,8,25,Angert Mimulus Ð 2,B9,25,19.8,
NS.1481.002.IDT_i7_25---IDT_i5_25.164,RockCreek_2015_North_164,RockCreek,S15,2015,North,Timeseries,164,Mimulus Timeseries Population Angert 2020,164_MPS12345929_C11,FASTQ,Rock Creek,11,R-4,B10,40.8,1.6,1.3,10.1,Quality Extraction Plate 2 Mimulus Angert 2020 DM,C9,50,15,45,Angert Mimulus Ð 2,C9,45,10.1,
NS.1481.002.IDT_i7_37---IDT_i5_37.165,RockCreek_2015_North_165,RockCreek,S15,2015,North,Timeseries,165,Mimulus Timeseries Population Angert 2020,165_MPS12345929_D11,FASTQ,Rock Creek,11,R-3,D5,132.7,1.9,2.1,46.7,Quality Extraction Plate 2 Mimulus Angert 2020 DM,D9,30,4,25,Angert Mimulus Ð 2,D9,25,46.7,
NS.1481.002.IDT_i7_49---IDT_i5_49.166,RockCreek_2015_North_166,RockCreek,S15,2015,North,Timeseries,166,Mimulus Timeseries Population Angert 2020,166_MPS12345929_E11,FASTQ,Rock Creek,11,02-Feb,E9,156,1.9,2.2,39.6,Quality Extraction Plate 2 Mimulus Angert 2020 DM,E9,50,4,45,Angert Mimulus Ð 2,E9,45,39.6,
NS.1481.002.IDT_i7_61---IDT_i5_61.167,RockCreek_2015_North_167,RockCreek,S15,2015,North,Timeseries,167,Mimulus Timeseries Population Angert 2020,167_MPS12345929_F11,FASTQ,Rock Creek,11,02-Feb,F9,106.2,1.9,2.2,28.2,Quality Extraction Plate 2 Mimulus Angert 2020 DM,F9,45,6,40,Angert Mimulus Ð 2,F9,40,28.2,
NS.1493.004.IDT_i7_105---IDT_i5_105.168,RockCreek_2015_North_168,RockCreek,S15,2015,North,Timeseries,168,Mimulus Timeseries Population Angert 2020,168_MPS12345945_A04,FASTQ,Rock Creek,11,02-Feb,G9,79.7,1.9,1.7,25.9,Quality Extraction Plate 2 Mimulus Angert 2020 DM,G9,45,6,40,Angert Mimulus Ð 2,G9,40,25.9,
NS.1481.002.IDT_i7_85---IDT_i5_85.169,RockCreek_2015_North_169,RockCreek,S15,2015,North,Timeseries,169,Mimulus Timeseries Population Angert 2020,169_MPS12345929_H11,FASTQ,Rock Creek,11,02-Feb,H9,61.6,1.8,1.6,30.9,Quality Extraction Plate 2 Mimulus Angert 2020 DM,H9,45,5,40,Angert Mimulus Ð 2,H9,40,30.9,
NS.1493.004.IDT_i7_40---IDT_i5_40.170,RockCreek_2015_North_170,RockCreek,S15,2015,North,Timeseries,170,Mimulus Timeseries Population Angert 2020,170_MPS12346083_D03,FASTQ,Rock Creek,11,R-4,C10,268.9,1.8,2.2,106,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,B12,40,2,40,Angert Mimulus Ð 8,B12,40,106,
NS.1481.002.IDT_i7_2---IDT_i5_2.171,RockCreek_2015_North_171,RockCreek,S15,2015,North,Timeseries,171,Mimulus Timeseries Population Angert 2020,171_MPS12345929_A12,FASTQ,Rock Creek,11,02-Feb,A10,128.9,1.9,2.3,52,Quality Extraction Plate 2 Mimulus Angert 2020 DM,A10,45,3,40,Angert Mimulus Ð 2,A10,40,52,
NS.1481.002.IDT_i7_14---IDT_i5_14.172,RockCreek_2015_North_172,RockCreek,S15,2015,North,Timeseries,172,Mimulus Timeseries Population Angert 2020,172_MPS12345929_B12,FASTQ,Rock Creek,11,02-Feb,B10,145.2,1.9,2.5,52,Quality Extraction Plate 2 Mimulus Angert 2020 DM,B10,45,3,40,Angert Mimulus Ð 2,B10,40,52,
NS.1481.002.IDT_i7_26---IDT_i5_26.173,RockCreek_2015_North_173,RockCreek,S15,2015,North,Timeseries,173,Mimulus Timeseries Population Angert 2020,173_MPS12345929_C12,FASTQ,Rock Creek,11,02-Feb,C10,57.3,2,1.6,8.4,Quality Extraction Plate 2 Mimulus Angert 2020 DM,C10,45,18,40,Angert Mimulus Ð 2,C10,40,8.36,
NS.1481.002.IDT_i7_38---IDT_i5_38.174,RockCreek_2016_North_174,RockCreek,S15,2016,North,Timeseries,174,Mimulus Timeseries Population Angert 2020,174_MPS12345929_D12,FASTQ,Rock Creek,11,02-Feb,D10,197.9,1.9,2.3,55,Quality Extraction Plate 2 Mimulus Angert 2020 DM,D10,45,3,40,Angert Mimulus Ð 2,D10,40,55,
NS.1481.002.IDT_i7_50---IDT_i5_50.175,RockCreek_2016_North_175,RockCreek,S15,2016,North,Timeseries,175,Mimulus Timeseries Population Angert 2020,175_MPS12345929_E12,FASTQ,Rock Creek,11,R-4,D10,69.8,1.8,1.7,16.9,Quality Extraction Plate 2 Mimulus Angert 2020 DM,E10,30,9,25,Angert Mimulus Ð 2,E10,25,16.9,
NS.1481.002.IDT_i7_62---IDT_i5_62.176,RockCreek_2016_North_176,RockCreek,S15,2016,North,Timeseries,176,Mimulus Timeseries Population Angert 2020,176_MPS12345929_F12,FASTQ,Rock Creek,11,R-4,E10,73.2,1.8,1.7,19.8,Quality Extraction Plate 2 Mimulus Angert 2020 DM,F10,30,8,25,Angert Mimulus Ð 2,F10,25,19.8,
NS.1493.003.IDT_i7_99---IDT_i5_99.177,RockCreek_2016_North_177,RockCreek,S15,2016,North,Timeseries,177,Mimulus Timeseries Population Angert 2020,177_MPS12345930_A01,FASTQ,Rock Creek,11,02-Feb,G10,137.1,1.9,2.1,21.9,Quality Extraction Plate 2 Mimulus Angert 2020 DM,G10,45,7,40,Angert Mimulus Ð 2,G10,40,21.9,
NS.1493.003.IDT_i7_111---IDT_i5_111.178,RockCreek_2016_North_178,RockCreek,S15,2016,North,Timeseries,178,Mimulus Timeseries Population Angert 2020,178_MPS12345930_B01,FASTQ,Rock Creek,11,02-Feb,H10,102.3,1.9,1.8,25.2,Quality Extraction Plate 2 Mimulus Angert 2020 DM,H10,45,6,40,Angert Mimulus Ð 2,H10,40,25.2,
NS.1493.004.IDT_i7_52---IDT_i5_52.179,RockCreek_2016_North_179,RockCreek,S15,2016,North,Timeseries,179,Mimulus Timeseries Population Angert 2020,179_MPS12346083_E03,FASTQ,Rock Creek,11,R-4,G10,237.8,1.9,2.1,72.7,Plate 8-1 Mimulus Angert Rieseberg Nov 2020,C12,40,3,40,Angert Mimulus Ð 8,C12,40,72.7,
NS.1493.003.IDT_i7_123---IDT_i5_123.180,RockCreek_2016_North_180,RockCreek,S15,2016,North,Timeseries,180,Mimulus Timeseries Population Angert 2020,180_MPS12345930_C01,FASTQ,Rock Creek,11,R-3,E5,38.3,1.9,1.8,8.6,Quality Extraction Plate 2 Mimulus Angert 2020 DM,A11,30,18,25,Angert Mimulus Ð 2,A11,25,8.59,
NS.1493.003.IDT_i7_135---IDT_i5_135.181,RockCreek_2016_North_181,RockCreek,S15,2016,North,Timeseries,181,Mimulus Timeseries Population Angert 2020,181_MPS12345930_D01,FASTQ,Rock Creek,11,02-Feb,B11,342.7,1.9,2.4,41.7,Quality Extraction Plate 2 Mimulus Angert 2020 DM,B11,45,4,40,Angert Mimulus Ð 2,B11,40,41.7,
NS.1493.003.IDT_i7_147---IDT_i5_147.182,RockCreek_2016_North_182,RockCreek,S15,2016,North,Timeseries,182,Mimulus Timeseries Population Angert 2020,182_MPS12345930_E01,FASTQ,Rock Creek,11,R-4,H10,91.7,1.8,2.1,27.3,Quality Extraction Plate 2 Mimulus Angert 2020 DM,C11,30,6,25,Angert Mimulus Ð 2,C11,25,27.3,
NS.1493.003.IDT_i7_159---IDT_i5_159.183,RockCreek_2016_North_183,RockCreek,S15,2016,North,Timeseries,183,Mimulus Timeseries Population Angert 2020,183_MPS12345930_F01,FASTQ,Rock Creek,11,02-Feb,D11,245.6,1.9,2.2,34,Quality Extraction Plate 2 Mimulus Angert 2020 DM,D11,45,5,40,Angert Mimulus Ð 2,D11,40,34,
NS.1493.003.IDT_i7_171---IDT_i5_171.184,ONeilCreek_2010_North_184,ONeilCreek,S16,2010,North,Both,184,Mimulus Timeseries Population Angert 2020,184_MPS12345930_G01,FASTQ,O'Neil Creek,9,R-3,F5,144.6,1.9,2,85.8,Quality Extraction Plate 2 Mimulus Angert 2020 DM,E11,30,2,25,Angert Mimulus Ð 2,E11,25,85.8,
NS.1493.003.IDT_i7_183---IDT_i5_183.185,ONeilCreek_2010_North_185,ONeilCreek,S16,2010,North,Both,185,Mimulus Timeseries Population Angert 2020,185_MPS12345930_H01,FASTQ,O'Neil Creek,9,R-5,F3,128.4,1.9,2,34.3,Quality Extraction Plate 2 Mimulus Angert 2020 DM,F11,30,5,30,Angert Mimulus Ð 2,F11,30,34.3,
NS.1493.003.IDT_i7_100---IDT_i5_100.186,ONeilCreek_2010_North_186,ONeilCreek,S16,2010,North,Both,186,Mimulus Timeseries Population Angert 2020,186_MPS12345930_A02,FASTQ,O'Neil Creek,9,02-Feb,G11,270.5,1.9,2.5,49.1,Quality Extraction Plate 2 Mimulus Angert 2020 DM,G11,45,4,40,Angert Mimulus Ð 2,G11,40,49.1,
NS.1493.003.IDT_i7_112---IDT_i5_112.187,ONeilCreek_2010_North_187,ONeilCreek,S16,2010,North,Both,187,Mimulus Timeseries Population Angert 2020,187_MPS12345930_B02,FASTQ,O'Neil Creek,9,02-Feb,H11,169.2,1.9,2.4,20.3,Quality Extraction Plate 2 Mimulus Angert 2020 DM,H11,45,8,40,Angert Mimulus Ð 2,H11,40,20.3,
NS.1493.003.IDT_i7_124---IDT_i5_124.188,ONeilCreek_2010_North_188,ONeilCreek,S16,2010,North,Both,188,Mimulus Timeseries Population Angert 2020,188_MPS12345930_C02,FASTQ,O'Neil Creek,9,R-3,G5,104.4,1.9,1.9,23.6,Quality Extraction Plate 2 Mimulus Angert 2020 DM,A12,30,7,30,Angert Mimulus Ð 2,A12,30,23.6,
NS.1493.003.IDT_i7_136---IDT_i5_136.189,ONeilCreek_2010_North_189,ONeilCreek,S16,2010,North,Both,189,Mimulus Timeseries Population Angert 2020,189_MPS12345930_D02,FASTQ,O'Neil Creek,9,R-4,B11,40,1.8,1.8,5.4,Quality Extraction Plate 2 Mimulus Angert 2020 DM,B12,30,28,30,Angert Mimulus Ð 2,B12,30,5.36,
NS.1493.003.IDT_i7_148---IDT_i5_148.190,ONeilCreek_2010_North_190,ONeilCreek,S16,2010,North,Both,190,Mimulus Timeseries Population Angert 2020,190_MPS12345930_E02,FASTQ,O'Neil Creek,9,02-Feb,C12,41.4,1.9,1.6,5.5,Quality Extraction Plate 2 Mimulus Angert 2020 DM,C12,45,28,40,Angert Mimulus Ð 2,C12,40,5.47,
NS.1493.003.IDT_i7_160---IDT_i5_160.191,ONeilCreek_2010_North_191,ONeilCreek,S16,2010,North,Both,191,Mimulus Timeseries Population Angert 2020,191_MPS12345930_F02,FASTQ,O'Neil Creek,9,02-Feb,D12,33.5,2,1.6,5.3,Quality Extraction Plate 2 Mimulus Angert 2020 DM,D12,45,29,40,Angert Mimulus Ð 2,D12,40,5.27,
NS.1493.003.IDT_i7_172---IDT_i5_172.192,ONeilCreek_2012_North_192,ONeilCreek,S16,2012,North,Timeseries,192,Mimulus Timeseries Population Angert 2020,192_MPS12345930_G02,FASTQ,O'Neil Creek,9,R-4,C11,43.7,1.8,1.8,9.6,Quality Extraction Plate 2 Mimulus Angert 2020 DM,E12,30,16,25,Angert Mimulus Ð 2,E12,25,9.55,
NS.1493.003.IDT_i7_184---IDT_i5_184.193,ONeilCreek_2012_North_193,ONeilCreek,S16,2012,North,Timeseries,193,Mimulus Timeseries Population Angert 2020,193_MPS12345930_H02,FASTQ,O'Neil Creek,9,02-Feb,F12,112.4,1.9,2,17.1,Quality Extraction Plate 2 Mimulus Angert 2020 DM,F12,45,9,40,Angert Mimulus Ð 2,F12,40,17.1,
NS.1493.003.IDT_i7_101---IDT_i5_101.194,ONeilCreek_2012_North_194,ONeilCreek,S16,2012,North,Timeseries,194,Mimulus Timeseries Population Angert 2020,194_MPS12345930_A03,FASTQ,O'Neil Creek,9,R-4,D11,107.9,1.8,1.9,8,Quality Extraction Plate 2 Mimulus Angert 2020 DM,G12,30,19,25,Angert Mimulus Ð 2,G12,25,7.99,
NS.1493.003.IDT_i7_113---IDT_i5_113.195,ONeilCreek_2012_North_195,ONeilCreek,S16,2012,North,Timeseries,195,Mimulus Timeseries Population Angert 2020,195_MPS12345930_B03,FASTQ,O'Neil Creek,9,02-Feb,H12,259,1.9,2.2,26.2,Quality Extraction Plate 2 Mimulus Angert 2020 DM,H12,35,6,30,Angert Mimulus Ð 2,H12,30,26.2,
NS.1480.001.IDT_i7_52---IDT_i5_52.196,ONeilCreek_2013_North_196,ONeilCreek,S16,2013,North,Timeseries,196,Mimulus Timeseries Population Angert 2020,196_MPS12346082_E02,FASTQ,O'Neil Creek,9,01-Jul,A1,187.5,1.9,2.4,26.7,Quality Mimulus Plate 7 Angert 2020 DM,A1,100,6,40,Angert Mimulus Ð 7,A1,40,26.7,
NS.1480.001.IDT_i7_64---IDT_i5_64.197,ONeilCreek_2013_North_197,ONeilCreek,S16,2013,North,Timeseries,197,Mimulus Timeseries Population Angert 2020,197_MPS12346082_F02,FASTQ,O'Neil Creek,9,01-Jul,B1,135.9,1.9,2.3,13.4,Quality Mimulus Plate 7 Angert 2020 DM,B1,100,12,40,Angert Mimulus Ð 7,B1,40,13.4,
NS.1480.001.IDT_i7_76---IDT_i5_76.198,ONeilCreek_2013_North_198,ONeilCreek,S16,2013,North,Timeseries,198,Mimulus Timeseries Population Angert 2020,198_MPS12346082_G02,FASTQ,O'Neil Creek,9,01-Jul,C1,32.3,2,2.2,54.4,Quality Mimulus Plate 7 Angert 2020 DM,C1,100,3,40,Angert Mimulus Ð 7,C1,40,54.4,
NS.1480.001.IDT_i7_88---IDT_i5_88.199,ONeilCreek_2014_North_199,ONeilCreek,S16,2014,North,Timeseries,199,Mimulus Timeseries Population Angert 2020,199_MPS12346082_H02,FASTQ,O'Neil Creek,9,01-Jul,D1,31.6,1.9,1.9,5.7,Quality Mimulus Plate 7 Angert 2020 DM,D1,100,27,40,Angert Mimulus Ð 7,D1,40,5.67,
NS.1480.001.IDT_i7_5---IDT_i5_5.200,ONeilCreek_2014_North_200,ONeilCreek,S16,2014,North,Timeseries,200,Mimulus Timeseries Population Angert 2020,200_MPS12346082_A03,FASTQ,O'Neil Creek,9,01-Jul,E1,223.6,1.9,2.4,26.6,Quality Mimulus Plate 7 Angert 2020 DM,E1,100,6,40,Angert Mimulus Ð 7,E1,40,26.6,
NS.1480.001.IDT_i7_17---IDT_i5_17.201,ONeilCreek_2014_North_201,ONeilCreek,S16,2014,North,Timeseries,201,Mimulus Timeseries Population Angert 2020,201_MPS12346082_B03,FASTQ,O'Neil Creek,9,01-Jul,F1,30.6,1.8,2,8.6,Quality Mimulus Plate 7 Angert 2020 DM,F1,100,18,40,Angert Mimulus Ð 7,F1,40,8.6,
NS.1480.001.IDT_i7_29---IDT_i5_29.202,ONeilCreek_2014_North_202,ONeilCreek,S16,2014,North,Timeseries,202,Mimulus Timeseries Population Angert 2020,202_MPS12346082_C03,FASTQ,O'Neil Creek,9,01-Jul,G1,81.6,1.9,2.1,10.1,Quality Mimulus Plate 7 Angert 2020 DM,G1,100,15,40,Angert Mimulus Ð 7,G1,40,10.1,
NS.1480.001.IDT_i7_41---IDT_i5_41.203,ONeilCreek_2014_North_203,ONeilCreek,S16,2014,North,Timeseries,203,Mimulus Timeseries Population Angert 2020,203_MPS12346082_D03,FASTQ,O'Neil Creek,9,01-Jul,H1,54,1.9,2.1,7.2,Quality Mimulus Plate 7 Angert 2020 DM,H1,100,21,40,Angert Mimulus Ð 7,H1,40,7.23,
NS.1480.001.IDT_i7_53---IDT_i5_53.204,ONeilCreek_2015_North_204,ONeilCreek,S16,2015,North,Timeseries,204,Mimulus Timeseries Population Angert 2020,204_MPS12346082_E03,FASTQ,O'Neil Creek,9,01-Jul,A2,44.7,2,2.3,7.6,Quality Mimulus Plate 7 Angert 2020 DM,A2,100,20,40,Angert Mimulus Ð 7,A2,40,7.56,
NS.1480.001.IDT_i7_65---IDT_i5_65.205,ONeilCreek_2015_North_205,ONeilCreek,S16,2015,North,Timeseries,205,Mimulus Timeseries Population Angert 2020,205_MPS12346082_F03,FASTQ,O'Neil Creek,9,01-Jul,B2,119.7,1.9,2.4,24.8,Quality Mimulus Plate 7 Angert 2020 DM,B2,100,7,40,Angert Mimulus Ð 7,B2,40,24.8,
NS.1480.001.IDT_i7_60---IDT_i5_60.206,ONeilCreek_2015_North_206,ONeilCreek,S16,2015,North,Timeseries,206,Mimulus Timeseries Population Angert 2020,206_MPS12346082_E10,FASTQ,O'Neil Creek,9,R-4,E11,557,1.8,2.2,24.5,Quality Mimulus Plate 7 Angert 2020 DM,C2,50,7,40,Angert Mimulus Ð 7,C2,40,24.5,
NS.1480.001.IDT_i7_77---IDT_i5_77.207,ONeilCreek_2015_North_207,ONeilCreek,S16,2015,North,Timeseries,207,Mimulus Timeseries Population Angert 2020,207_MPS12346082_G03,FASTQ,O'Neil Creek,9,01-Jul,D2,128.1,1.9,2.4,16.8,Quality Mimulus Plate 7 Angert 2020 DM,D2,100,9,40,Angert Mimulus Ð 7,D2,40,16.8,
NS.1480.001.IDT_i7_89---IDT_i5_89.208,ONeilCreek_2015_North_208,ONeilCreek,S16,2015,North,Timeseries,208,Mimulus Timeseries Population Angert 2020,208_MPS12346082_H03,FASTQ,O'Neil Creek,9,01-Jul,E2,149.5,1.9,2.3,15.5,Quality Mimulus Plate 7 Angert 2020 DM,E2,100,10,40,Angert Mimulus Ð 7,E2,40,15.5,
NS.1480.001.IDT_i7_6---IDT_i5_6.209,ONeilCreek_2015_North_209,ONeilCreek,S16,2015,North,Timeseries,209,Mimulus Timeseries Population Angert 2020,209_MPS12346082_A04,FASTQ,O'Neil Creek,9,01-Jul,F2,40.5,1.9,2.1,9.7,Quality Mimulus Plate 7 Angert 2020 DM,F2,100,16,40,Angert Mimulus Ð 7,F2,40,9.74,
NS.1480.001.IDT_i7_18---IDT_i5_18.210,ONeilCreek_2015_North_210,ONeilCreek,S16,2015,North,Timeseries,210,Mimulus Timeseries Population Angert 2020,210_MPS12346082_B04,FASTQ,O'Neil Creek,9,01-Jul,G2,69.3,1.9,2.3,13.6,Quality Mimulus Plate 7 Angert 2020 DM,G2,100,12,40,Angert Mimulus Ð 7,G2,40,13.6,
NS.1480.001.IDT_i7_30---IDT_i5_30.211,ONeilCreek_2016_North_211,ONeilCreek,S16,2016,North,Timeseries,211,Mimulus Timeseries Population Angert 2020,211_MPS12346082_C04,FASTQ,O'Neil Creek,9,01-Jul,H2,78.8,2,2.2,15.9,Quality Mimulus Plate 7 Angert 2020 DM,H2,100,10,40,Angert Mimulus Ð 7,H2,40,15.9,
NS.1480.001.IDT_i7_42---IDT_i5_42.212,ONeilCreek_2016_North_212,ONeilCreek,S16,2016,North,Timeseries,212,Mimulus Timeseries Population Angert 2020,212_MPS12346082_D04,FASTQ,O'Neil Creek,9,01-Jul,A3,56.2,1.9,2.1,10.7,Quality Mimulus Plate 7 Angert 2020 DM,A3,100,15,40,Angert Mimulus Ð 7,A3,40,10.7,
NS.1480.001.IDT_i7_54---IDT_i5_54.213,ONeilCreek_2016_North_213,ONeilCreek,S16,2016,North,Timeseries,213,Mimulus Timeseries Population Angert 2020,213_MPS12346082_E04,FASTQ,O'Neil Creek,9,01-Jul,B3,15.8,1.7,2,7.5,Quality Mimulus Plate 7 Angert 2020 DM,B3,100,21,40,Angert Mimulus Ð 7,B3,40,7.46,
NS.1480.001.IDT_i7_66---IDT_i5_66.214,ONeilCreek_2016_North_214,ONeilCreek,S16,2016,North,Timeseries,214,Mimulus Timeseries Population Angert 2020,214_MPS12346082_F04,FASTQ,O'Neil Creek,9,01-Jul,C3,187.2,1.9,2.4,29.2,Quality Mimulus Plate 7 Angert 2020 DM,C3,100,6,40,Angert Mimulus Ð 7,C3,40,29.2,
